userid,wid,tenure,weight,date,financial_past_12m,financial_12m,prob_move_house,prob_unrate_up,prob_irate_up,prob_stocks_up,infl_1y,infl_1y_bin_mean,infl_1y_bin_var,infl_1y_bin_median,infl_1y_bin_iqr,infl_1y_bin_prob_defl,infl_3y,infl_3y_bin_mean,infl_3y_bin_var,infl_3y_bin_median,infl_3y_bin_iqr,infl_3y_bin_prob_defl,infl_5y,working,num_jobs,self_employed,prob_lose_job,prob_leave_job,looking_for_job,prob_accept_job_12m,prob_accept_job_3m,jobless_length,prob_search_job_12m,prob_search_job_3m,earnings_change,hh_inc_change,hh_spending_change,taxes_change,credit_cond_past_12m,credit_cond_12m,prob_miss_paym_3m,house_price_change,house_price_change_3y,govt_debt_change,num_lit_q1,num_lit_q1_correct,num_lit_q2,num_lit_q2_correct,num_lit_q3,num_lit_q3_correct,num_lit_q5,num_lit_q5_correct,num_lit_q6,num_lit_q6_correct,num_lit_q8,num_lit_q8_correct,num_lit_q9,num_lit_q9_correct,age_init,female,hispanic,black,educ,owner,health,take_fin_risk,hh_changed,num_kids,same_employer,couple,hh_inc_bin,hh_inc_bin_rank
70042749,201501,12,0.80,2015-01-04,4,3,1.00,50.00,50.00,50.00,2.00,1.65,4.72,2.23,2.85,20.08,2.00,1.65,4.72,2.23,2.85,20.08,,0,,,,,0,,,,10.00,1.00,,2.00,2.00,1.00,3.00,3.00,1.00,1.00,2.00,1.00,,,,,,,,,,,,,,,63.00,0.00,0.00,0.00,4.00,,,,0,0.00,,1.00,9.00,77.80
70042790,201501,12,0.53,2015-01-04,3,2,1.00,50.00,4.00,6.00,20.00,25.00,56.33,25.00,13.00,0.00,5.00,6.00,1.33,6.00,2.00,0.00,,1,1.00,0.00,1.00,1.00,0,,,,,,0.00,0.00,30.00,25.00,2.00,2.00,5.00,10.00,10.00,100.00,,,,,,,,,,,,,,,41.00,1.00,0.00,0.00,4.00,,,,0,1.00,1.00,0.00,5.00,36.40
70042808,201501,12,0.97,2015-01-03,3,4,50.00,60.00,50.00,60.00,-5.00,,,,,,10.00,12.00,2.67,12.00,2.34,0.00,,0,,,,,0,,,,80.00,80.00,,1.00,5.00,5.00,3.00,4.00,2.00,10.00,8.00,15.00,,,,,,,,,,,,,,,63.00,1.00,0.00,0.00,3.00,,,,0,0.00,,0.00,2.00,10.40
70042825,201501,12,0.65,2015-01-04,4,3,0.00,25.00,62.00,53.00,2.00,1.38,0.32,1.38,0.81,0.00,3.00,2.98,0.59,2.95,1.07,0.00,,1,1.00,0.00,0.00,10.00,0,,,,,,3.00,3.00,3.00,5.00,3.00,3.00,0.00,2.00,3.00,3.00,,,,,,,,,,,,,,,70.00,0.00,0.00,0.00,4.00,,,,0,0.00,1.00,1.00,11.00,96.50
70042831,201501,10,0.82,2015-01-07,4,4,3.00,50.00,80.00,50.00,3.00,3.00,0.33,3.00,1.00,0.00,3.00,3.00,0.33,3.00,1.00,0.00,,1,1.00,0.00,2.00,2.00,0,,,,,,10.00,10.00,2.00,10.00,3.00,3.00,0.00,3.00,3.00,5.00,,,,,,,,,,,,,,,37.00,0.00,1.00,0.00,3.00,,,,0,3.00,1.00,1.00,8.00,64.40
70042902,201501,9,1.05,2015-01-21,4,3,50.00,50.00,25.00,25.00,5.00,3.81,0.55,3.81,1.06,0.00,5.00,3.19,0.24,3.19,0.70,0.00,,1,1.00,0.00,50.00,75.00,0,,,,,,1.00,2.00,1.00,2.00,1.00,1.00,50.00,5.00,5.00,10.00,,,,,,,,,,,,,,,32.00,1.00,0.00,0.00,3.00,,,,0,2.00,1.00,1.00,4.00,27.80
70042960,201501,12,2.92,2015-01-21,2,2,0.00,12.00,0.00,2.00,10.00,9.43,0.26,9.57,0.63,0.00,15.00,10.24,2.43,10.64,2.10,0.00,,1,1.00,0.00,5.00,0.00,0,,,,,,0.00,0.00,10.00,5.00,1.00,1.00,10.00,10.00,20.00,25.00,,,,,,,,,,,,,,,52.00,1.00,0.00,0.00,2.00,,,,0,0.00,1.00,1.00,8.00,64.40
70042966,201501,12,2.36,2015-01-14,3,2,0.00,50.00,0.00,30.00,3.00,,,,,,-2.00,,,,,,,0,,,,,0,,,,0.00,0.00,,1.00,1.00,1.00,3.00,2.00,0.00,3.50,2.00,1.00,,,,,,,,,,,,,,,69.00,0.00,0.00,0.00,2.00,,,,0,0.00,,1.00,5.00,36.40
70043013,201501,12,0.98,2015-01-06,3,2,0.00,60.00,20.00,5.00,-7.00,-4.00,5.33,-4.00,4.00,100.00,-10.00,-5.71,5.83,-5.39,3.81,100.00,,1,1.00,0.00,5.00,0.00,0,,,,,,1.00,2.00,15.00,7.00,3.00,2.00,10.00,-3.00,-12.00,20.00,,,,,,,,,,,,,,,60.00,1.00,0.00,0.00,3.00,,,,0,0.00,1.00,1.00,9.00,77.80
70043105,201501,12,1.18,2015-01-14,2,3,50.00,50.00,25.00,50.00,2.00,1.46,0.36,1.46,0.86,0.00,-2.00,-0.56,1.40,-0.60,1.69,68.10,,1,1.00,0.00,10.00,10.00,0,,,,,,1.00,-50.00,25.00,5.00,3.00,3.00,20.00,-5.00,5.00,10.00,,,,,,,,,,,,,,,68.00,1.00,0.00,0.00,3.00,,,,0,2.00,1.00,1.00,11.00,96.50
70043111,201501,12,0.53,2015-01-22,2,1,5.00,30.00,80.00,70.00,2.00,2.15,3.22,2.01,2.42,10.51,3.00,2.00,3.23,2.01,2.43,13.26,,1,1.00,0.00,75.00,50.00,0,,,,,,-5.00,-25.00,-10.00,5.00,3.00,4.00,1.00,3.00,4.00,5.00,,,,,,,,,,,,,,,41.00,0.00,0.00,0.00,4.00,,,,0,0.00,1.00,0.00,8.00,64.40
70043113,201501,9,0.58,2015-01-12,4,5,100.00,46.00,60.00,79.00,2.00,2.93,6.24,2.70,3.66,12.24,2.00,2.93,6.24,2.70,3.66,12.24,,1,1.00,0.00,30.00,100.00,0,,,,,,5.00,300.00,150.00,2.00,4.00,4.00,40.00,5.00,5.00,10.00,,,,,,,,,,,,,,,25.00,0.00,0.00,0.00,4.00,,,,0,0.00,1.00,1.00,7.00,53.10
70043164,201501,11,0.53,2015-01-12,4,4,3.00,10.00,70.00,75.00,2.50,2.10,0.60,2.10,1.11,0.00,2.50,-1.90,0.60,-1.90,1.11,0.00,,1,1.00,0.00,2.00,5.00,0,,,,,,1.00,1.00,2.50,-40.00,3.00,3.00,2.00,5.00,3.00,-2.00,,,,,,,,,,,,,,,49.00,0.00,1.00,0.00,4.00,,,,0,0.00,1.00,0.00,8.00,64.40
70043210,201501,12,0.83,2015-01-08,3,3,40.00,25.00,10.00,10.00,20.00,12.28,96.57,10.78,15.56,8.81,25.00,15.80,102.26,14.81,16.71,0.00,,1,1.00,0.00,50.00,35.00,0,,,,,,-5.00,-5.00,-5.00,10.00,3.00,3.00,25.00,25.00,15.00,-10.00,,,,,,,,,,,,,,,36.00,1.00,0.00,0.00,3.00,,,,0,3.00,1.00,0.00,3.00,19.00
70043488,201501,11,0.83,2015-01-09,3,2,95.00,19.00,10.00,14.00,10.00,5.89,13.96,5.56,6.23,0.00,10.00,6.91,17.64,6.62,6.97,0.00,,1,1.00,0.00,30.00,40.00,0,,,,,,5.00,5.00,5.00,10.00,2.00,2.00,9.00,5.00,5.00,-5.00,,,,,,,,,,,,,,,39.00,1.00,1.00,0.00,3.00,,,,0,8.00,1.00,0.00,6.00,44.30
70043506,201501,12,0.58,2015-01-28,3,2,0.00,10.00,0.00,35.00,15.00,15.96,18.08,16.67,6.61,0.00,7.00,14.04,33.87,14.01,10.06,0.00,,1,1.00,0.00,90.00,80.00,0,,,,,,2.00,-75.00,-50.00,2.00,3.00,3.00,0.00,10.00,15.00,-20.00,,,,,,,,,,,,,,,59.00,1.00,0.00,0.00,4.00,,,,0,0.00,1.00,0.00,8.00,64.40
70043515,201501,10,0.56,2015-01-27,3,4,1.00,6.00,5.00,10.00,2.00,2.00,0.67,2.00,1.17,0.00,2.00,2.00,0.67,2.00,1.17,0.00,,1,1.00,0.00,1.00,50.00,0,,,,,,10.00,10.00,0.00,1.00,4.00,4.00,1.00,2.00,2.00,7.00,,,,,,,,,,,,,,,32.00,1.00,0.00,1.00,4.00,,,,0,1.00,1.00,0.00,6.00,44.30
70043526,201501,12,2.18,2015-01-16,4,3,8.00,26.00,14.00,33.00,-4.00,-2.30,1.87,-2.64,1.89,92.41,-6.00,-4.15,4.01,-4.32,3.01,97.60,,1,1.00,0.00,5.00,24.00,0,,,,,,3.00,3.00,2.00,2.00,2.00,3.00,2.00,4.00,6.00,3.00,,,,,,,,,,,,,,,51.00,0.00,0.00,0.00,2.00,,,,0,0.00,1.00,1.00,7.00,53.10
70043527,201501,8,0.80,2015-01-12,2,3,10.00,30.00,20.00,14.00,-5.00,-1.35,24.15,-0.94,6.77,57.48,5.00,0.66,20.33,0.72,6.15,43.77,,1,1.00,0.00,10.00,0.00,0,,,,,,0.00,0.00,5.00,10.00,2.00,2.00,10.00,5.00,-5.00,10.00,,,,,,,,,,,,,,,31.00,0.00,0.00,0.00,4.00,,,,0,2.00,1.00,1.00,9.00,77.80
70043536,201501,12,0.92,2015-01-12,3,4,15.00,45.00,45.00,65.00,1.50,0.43,3.88,0.53,3.16,41.42,2.00,0.00,5.33,-0.00,4.00,50.00,,1,1.00,0.00,15.00,35.00,0,,,,,,1.00,2.00,1.50,1.00,3.00,3.00,30.00,1.50,1.50,3.00,,,,,,,,,,,,,,,35.00,1.00,0.00,0.00,4.00,,,,0,1.00,1.00,1.00,9.00,77.80
70043538,201501,12,0.89,2015-01-22,4,5,0.00,10.00,20.00,10.00,10.00,,,,,,-20.00,,,,,,,1,1.00,0.00,0.00,0.00,0,,,,,,5.00,5.00,-10.00,-5.00,4.00,4.00,0.00,-10.00,10.00,20.00,,,,,,,,,,,,,,,53.00,1.00,0.00,0.00,3.00,,,,1,1.00,1.00,0.00,3.00,19.00
70043539,201501,11,0.68,2015-01-18,4,3,5.00,10.00,0.00,60.00,10.00,3.55,0.40,3.55,0.91,0.00,5.00,4.91,1.60,4.91,1.81,0.00,,1,1.00,0.00,0.00,0.00,0,,,,,,0.00,2.00,10.00,2.00,4.00,4.00,0.00,4.00,3.00,10.00,,,,,,,,,,,,,,,58.00,0.00,0.00,0.00,4.00,,,,0,0.00,1.00,1.00,10.00,87.90
70043539,201502,12,0.71,2015-02-15,3,4,5.00,5.00,5.00,50.00,2.00,3.53,2.17,3.40,2.06,0.00,3.00,2.42,1.31,2.30,1.62,0.00,,1,1.00,0.00,5.00,5.00,0,,,,,,2.00,-20.00,-30.00,2.00,4.00,4.00,0.00,2.00,2.00,10.00,,,,,,,,,,,,,,,58.00,0.00,0.00,0.00,4.00,,,,0,0.00,1.00,1.00,10.00,87.90
70043543,201501,12,2.37,2015-01-05,3,3,0.00,40.00,30.00,20.00,4.00,3.29,0.28,3.29,0.75,0.00,-2.00,-2.98,0.59,-2.95,1.07,100.00,,0,,,,,0,,,,0.00,0.00,,2.00,2.00,3.00,2.00,3.00,0.00,3.00,4.00,5.00,,,,,,,,,,,,,,,79.00,0.00,0.00,0.00,2.00,,,,0,0.00,,1.00,8.00,64.40
70043552,201501,9,2.54,2015-01-04,3,4,25.00,45.00,45.00,45.00,-5.00,-2.86,10.56,-3.14,5.42,76.97,8.00,5.74,14.96,5.99,6.53,8.99,,1,1.00,0.00,1.00,1.00,0,,,,,,3.00,5.00,0.00,0.00,3.00,3.00,95.00,8.00,8.00,6.00,,,,,,,,,,,,,,,34.00,1.00,0.00,0.00,2.00,,,,0,2.00,1.00,0.00,3.00,19.00
70043552,201502,10,2.74,2015-02-09,3,4,5.00,30.00,18.00,30.00,-6.00,-3.82,5.77,-4.10,3.59,92.34,8.00,3.82,5.77,4.10,3.59,7.66,,1,1.00,0.00,1.00,1.00,0,,,,,,0.00,0.00,0.00,0.00,3.00,3.00,70.00,5.00,0.00,0.00,,,,,,,,,,,,,,,34.00,1.00,0.00,0.00,2.00,,,,0,2.00,1.00,0.00,4.00,27.80
70043560,201501,11,0.75,2015-01-12,3,4,100.00,49.00,99.00,100.00,-15.00,-25.00,56.33,-25.00,13.00,100.00,15.00,-25.00,56.33,-25.00,13.00,100.00,,1,1.00,0.00,50.00,100.00,0,,,,,,1.00,50.00,-50.00,15.00,4.00,4.00,50.00,15.00,15.00,15.00,,,,,,,,,,,,,,,35.00,1.00,0.00,1.00,4.00,,,,0,0.00,1.00,0.00,9.00,77.80
70043564,201501,11,0.91,2015-01-04,3,1,0.00,50.00,20.00,20.00,5.00,5.42,1.11,5.42,1.51,0.00,5.00,5.78,0.82,5.78,1.30,0.00,,0,,,,,0,,,,50.00,0.00,,-34.00,10.00,10.00,1.00,3.00,0.00,10.00,15.00,15.00,,,,,,,,,,,,,,,64.00,1.00,0.00,0.00,3.00,,,,0,0.00,,0.00,3.00,19.00
70043564,201502,12,0.89,2015-02-02,3,1,0.00,50.00,20.00,20.00,10.00,6.30,14.55,5.23,4.80,0.00,10.00,7.25,10.70,6.93,5.31,0.00,,0,,,,,0,,,,,,,-35.00,-30.00,0.00,1.00,1.00,0.00,20.00,20.00,30.00,,,,,,,,,,,,,,,64.00,1.00,0.00,0.00,3.00,,,,0,0.00,,0.00,3.00,19.00
70043565,201501,11,0.77,2015-01-16,3,4,10.00,10.00,10.00,10.00,5.00,3.55,0.40,3.55,0.91,0.00,5.00,3.55,0.40,3.55,0.91,0.00,,1,1.00,0.00,5.00,10.00,0,,,,,,5.00,5.00,-25.00,3.00,3.00,3.00,0.00,5.00,5.00,10.00,,,,,,,,,,,,,,,47.00,0.00,1.00,0.00,3.00,,,,0,0.00,1.00,0.00,7.00,53.10
70043567,201501,11,0.65,2015-01-08,3,3,0.00,48.00,49.00,43.00,3.00,0.89,0.64,0.67,1.00,0.00,5.00,2.73,2.06,2.58,2.10,0.00,,0,,,,,0,,,,0.00,0.00,,0.00,3.00,3.00,3.00,2.00,0.00,5.00,5.00,3.00,,,,,,,,,,,,,,,62.00,0.00,0.00,1.00,4.00,,,,0,0.00,,1.00,9.00,77.80
70043585,201501,11,0.96,2015-01-03,2,2,10.00,50.00,50.00,40.00,6.00,8.70,16.62,8.00,5.58,0.00,3.00,7.90,16.22,8.06,6.75,0.00,,0,,,,,0,,,,,,,1.00,-6.00,10.00,2.00,2.00,30.00,6.00,5.00,6.00,,,,,,,,,,,,,,,65.00,1.00,0.00,0.00,3.00,,,,0,0.00,,1.00,8.00,64.40
70043593,201501,12,0.53,2015-01-12,3,3,20.00,12.00,4.00,2.00,-5.00,-6.05,212.10,-6.05,25.22,62.00,-7.00,-5.04,212.11,-5.04,25.22,60.00,,0,,,,,0,,,,3.00,3.00,,-6.00,-12.00,-2.00,4.00,4.00,5.00,6.00,3.00,5.00,,,,,,,,,,,,,,,49.00,0.00,1.00,0.00,4.00,,,,0,2.00,,1.00,6.00,44.30
70043597,201501,11,0.82,2015-01-22,4,4,15.00,2.00,3.00,2.00,1.00,2.26,3.07,2.19,2.44,9.76,3.00,0.08,2.01,0.05,1.94,48.68,,0,,,,,0,,,34.00,50.00,5.00,,80.00,0.00,0.00,3.00,3.00,10.00,2.00,10.00,5.00,,,,,,,,,,,,,,,45.00,1.00,0.00,0.00,3.00,,,,1,1.00,,1.00,2.00,10.40
70043597,201502,12,0.81,2015-02-11,2,4,15.00,5.00,15.00,20.00,1.00,0.76,2.75,0.88,2.51,32.68,4.00,1.47,1.69,1.42,1.78,12.87,,0,,,,,0,,,,30.00,5.00,,40.00,2.00,0.00,3.00,3.00,1.00,2.00,5.00,2.00,,,,,,,,,,,,,,,45.00,1.00,0.00,0.00,3.00,,,,0,1.00,,1.00,4.00,27.80
70043641,201501,12,1.04,2015-01-16,3,4,50.00,35.00,2.00,10.00,-5.00,-1.40,3.78,-1.11,2.72,72.92,10.00,2.16,2.37,2.09,2.21,7.82,,0,,,,,1,100.00,50.00,72.00,,,,10.00,2.00,5.00,2.00,2.00,100.00,-2.00,-2.00,10.00,,,,,,,,,,,,,,,48.00,1.00,0.00,0.00,3.00,,,,0,1.00,,1.00,2.00,10.40
70043643,201501,11,0.56,2015-01-04,3,3,50.00,60.00,30.00,50.00,1.50,2.00,0.67,2.00,1.17,0.00,1.50,2.00,0.67,2.00,1.17,0.00,,1,1.00,0.00,5.00,10.00,0,,,,,,3.00,3.00,10.00,5.00,3.00,3.00,0.00,5.00,3.00,10.00,,,,,,,,,,,,,,,25.00,1.00,0.00,0.00,4.00,,,,0,0.00,1.00,0.00,7.00,53.10
70043661,201501,12,0.48,2015-01-04,4,2,100.00,50.00,0.00,50.00,14.00,12.00,2.67,12.00,2.34,0.00,14.00,12.00,2.67,12.00,2.34,0.00,,1,1.00,0.00,0.00,100.00,0,,,,,,5.00,-40.00,-20.00,-5.00,5.00,4.00,0.00,10.00,10.00,100.00,,,,,,,,,,,,,,,58.00,1.00,0.00,0.00,4.00,,,,0,0.00,1.00,0.00,8.00,64.40
70043693,201501,12,0.88,2015-01-29,3,3,0.00,60.00,75.00,40.00,3.00,3.32,2.27,3.17,2.10,0.00,3.00,4.05,3.29,3.89,2.59,0.00,,0,,,,,0,,,,10.00,0.00,,5.00,8.00,3.00,4.00,4.00,0.00,8.00,6.00,-1.00,,,,,,,,,,,,,,,64.00,0.00,0.00,0.00,3.00,,,,0,1.00,,1.00,8.00,64.40
70043698,201501,12,0.74,2015-01-06,3,3,50.00,50.00,50.00,30.00,1.50,2.00,0.67,2.00,1.17,0.00,2.50,3.55,0.40,3.55,0.91,0.00,,0,,,,,0,,,,0.00,10.00,,15.00,-2.00,-2.00,3.00,4.00,0.00,3.00,3.00,-2.00,,,,,,,,,,,,,,,22.00,0.00,0.00,0.00,4.00,,,,0,1.00,,0.00,11.00,96.50
70043745,201501,11,0.70,2015-01-04,2,2,0.00,50.00,50.00,80.00,12.00,9.20,45.64,7.78,9.60,0.00,12.00,9.20,45.64,7.78,9.60,0.00,,1,1.00,1.00,,,0,,,,,,-5.00,-5.00,-5.00,5.00,3.00,3.00,0.00,10.00,10.00,30.00,,,,,,,,,,,,,,,59.00,0.00,0.00,0.00,3.00,,,,0,0.00,,1.00,4.00,27.80
70043745,201502,12,0.75,2015-02-04,2,3,0.00,30.00,20.00,50.00,2.00,4.19,18.67,3.28,5.75,15.70,2.00,4.19,18.67,3.28,5.75,15.70,,1,1.00,1.00,,,0,,,,,,5.00,2.00,2.00,5.00,3.00,3.00,0.00,5.00,2.00,3.00,,,,,,,,,,,,,,,59.00,0.00,0.00,0.00,3.00,,,,0,0.00,,1.00,3.00,19.00
70043750,201501,12,0.93,2015-01-22,2,4,10.00,30.00,2.00,40.00,37.00,9.88,92.83,10.20,16.50,20.10,40.00,10.07,22.76,10.76,7.62,2.06,,0,,,,,1,38.00,26.00,40.00,,,,40.00,8.00,5.00,1.00,2.00,40.00,5.00,3.00,2.00,,,,,,,,,,,,,,,61.00,1.00,0.00,0.00,3.00,,,,0,1.00,,0.00,2.00,10.40
70043753,201501,11,0.60,2015-01-04,2,2,0.00,70.00,10.00,10.00,5.00,6.58,1.11,6.58,1.51,0.00,5.00,6.58,1.11,6.58,1.51,0.00,,0,,,,,0,,,,80.00,80.00,,2.00,7.00,10.00,2.00,2.00,0.00,5.00,5.00,15.00,,,,,,,,,,,,,,,70.00,0.00,0.00,0.00,4.00,,,,0,0.00,,1.00,7.00,53.10
70043753,201502,12,0.55,2015-02-02,2,2,0.00,80.00,30.00,20.00,5.00,6.58,1.11,6.58,1.51,0.00,7.00,6.58,1.11,6.58,1.51,0.00,,0,,,,,0,,,,50.00,50.00,,1.70,8.00,10.00,2.00,2.00,0.00,5.00,5.00,15.00,,,,,,,,,,,,,,,70.00,0.00,0.00,0.00,4.00,,,,0,0.00,,1.00,7.00,53.10
70043759,201501,12,0.48,2015-01-04,2,3,2.00,61.00,15.00,55.00,12.00,16.94,13.33,16.94,5.24,0.00,12.00,16.94,13.33,16.94,5.24,0.00,,1,1.00,0.00,13.00,2.00,0,,,,,,2.00,0.00,10.00,10.00,2.00,2.00,49.00,15.00,15.00,15.00,,,,,,,,,,,,,,,56.00,1.00,0.00,0.00,4.00,,,,0,0.00,1.00,1.00,7.00,53.10
70043786,201501,12,0.63,2015-01-16,2,2,0.00,40.00,20.00,40.00,1.50,1.76,2.14,1.67,2.08,11.63,3.50,2.31,2.03,2.27,2.03,4.64,,1,2.00,1.00,,,0,,,,,,3.00,3.00,7.00,17.00,2.00,3.00,0.00,5.00,7.50,25.00,,,,,,,,,,,,,,,61.00,0.00,0.00,0.00,4.00,,,,0,2.00,,0.00,,
70043789,201501,10,0.80,2015-01-05,3,4,1.00,16.00,60.00,65.00,4.00,4.60,3.51,4.38,2.50,0.00,4.00,4.23,2.78,4.04,2.22,0.00,,0,,,,,1,70.00,40.00,38.00,,,,35.00,4.00,2.00,4.00,4.00,0.00,4.00,4.00,1.00,,,,,,,,,,,,,,,63.00,0.00,0.00,0.00,4.00,,,,0,0.00,,1.00,8.00,64.40
70043796,201501,12,0.76,2015-01-13,3,3,40.00,35.00,30.00,70.00,3.00,2.80,0.87,2.79,1.28,0.05,3.00,4.98,7.22,4.98,4.01,2.58,,0,,,,,0,,,,0.00,0.00,,2.00,3.00,5.00,4.00,4.00,0.00,4.00,4.00,5.00,,,,,,,,,,,,,,,68.00,0.00,0.00,0.00,4.00,,,,0,0.00,,1.00,3.00,19.00
70043798,201501,11,0.64,2015-01-19,2,2,20.00,10.00,30.00,40.00,1.00,1.72,0.49,1.72,1.01,0.00,2.00,2.19,0.55,2.19,1.06,0.00,,1,1.00,0.00,25.00,40.00,0,,,,,,0.00,2.00,35.00,7.00,2.00,3.00,11.00,3.00,5.00,3.00,,,,,,,,,,,,,,,51.00,1.00,0.00,0.00,4.00,,,,0,1.00,1.00,1.00,10.00,87.90
70043798,201502,12,0.66,2015-02-16,3,2,10.00,31.00,70.00,60.00,1.00,1.39,1.32,1.49,1.63,12.65,2.00,2.33,0.44,2.29,0.91,0.00,,1,1.00,0.00,51.00,10.00,0,,,,,,0.00,1.00,30.00,3.00,3.00,3.00,3.00,7.00,6.00,2.00,,,,,,,,,,,,,,,51.00,1.00,0.00,0.00,4.00,,,,0,1.00,1.00,1.00,10.00,87.90
