userid,wid,date,infl_1y,house_price_change,prob_unrate_up,prob_stocks_up,financial_past_12m,financial_12m,credit_cond_past_12m,credit_cond_12m,prob_miss_paym_3m,working,hh_inc_change,hh_spending_change,taxes_change,hh_inc_bin_rank,age_init,female,hispanic,black,educ,owner,num_kids,couple,optimist_unrate,optimist_stocks,optimist_house_price
70042808,201402,2014-02-01,-20.0,20.0,80.0,30.0,4,3,1.0,3.0,10.0,0,10.0,20.0,-10.0,10.7,63.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,1
70042808,201403,2014-03-03,-25.0,25.0,70.0,50.0,2,3,1.0,2.0,0.0,0,4.0,15.0,-20.0,19.6,63.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,1
70042808,201404,2014-04-03,-10.0,15.0,50.0,60.0,2,4,2.0,2.0,0.0,0,-16.0,20.0,5.0,10.7,63.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0,1,1
70042808,201405,2014-05-03,-10.0,20.0,60.0,60.0,2,4,2.0,4.0,5.0,0,10.0,8.0,5.0,10.7,63.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0,1,1
70042808,201406,2014-06-11,-10.0,20.0,60.0,60.0,2,4,1.0,4.0,50.0,0,5.0,10.0,5.0,10.7,63.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0,1,1
70042808,201407,2014-07-14,-10.0,20.0,50.0,50.0,2,3,3.0,4.0,0.0,0,4.0,15.0,10.0,10.4,63.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,1
70042808,201408,2014-08-02,-10.0,25.0,60.0,50.0,2,3,3.0,4.0,0.0,0,5.0,-5.0,-1.0,10.4,63.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,1
70042808,201409,2014-09-18,-10.0,20.0,50.0,60.0,3,4,3.0,4.0,0.0,0,5.0,10.0,5.0,10.4,63.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0,1,1
70042808,201410,2014-10-11,10.0,20.0,40.0,70.0,3,4,3.0,4.0,0.0,0,5.0,-5.0,5.0,10.4,63.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1,1,1
70042808,201411,2014-11-11,5.0,15.0,50.0,60.0,2,4,2.0,4.0,0.0,0,5.0,20.0,5.0,10.4,63.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0,1,1
70042808,201412,2014-12-12,-2.0,25.0,20.0,50.0,4,4,4.0,3.0,0.0,0,3.0,-5.0,10.0,10.4,63.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1,0,1
70042808,201501,2015-01-03,-5.0,10.0,60.0,60.0,3,4,3.0,4.0,2.0,0,1.0,5.0,5.0,10.4,63.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0,1,1
70042824,201401,2014-01-20,5.0,7.0,90.0,50.0,2,2,4.0,3.0,0.0,0,2.0,2.0,0.0,10.7,66.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0,0,1
70042824,201402,2014-02-21,3.0,2.0,75.0,20.0,3,3,3.0,3.0,0.0,0,22.0,1.5,0.0,10.7,66.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0,0,1
70042824,201404,2014-04-24,8.0,1.0,98.0,25.0,2,3,4.0,2.0,0.0,0,9.7,3.0,0.0,19.6,66.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0,0,1
70042824,201405,2014-05-24,5.0,3.0,80.0,50.0,2,4,4.0,2.0,1.0,0,61.0,5.0,12.0,28.7,66.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0,0,1
70042824,201406,2014-06-24,-3.0,1.0,90.0,20.0,1,4,4.0,2.0,0.0,0,50.0,10.0,0.0,19.6,66.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0,0,1
70042824,201407,2014-07-23,5.0,-2.0,94.0,10.0,2,4,4.0,3.0,0.0,0,40.0,5.0,0.0,19.0,66.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0,0,0
70042824,201408,2014-08-03,3.0,5.0,90.0,80.0,2,3,4.0,4.0,1.0,0,66.0,13.0,25.0,19.0,66.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0,1,1
70042824,201410,2014-10-21,-3.0,1.0,90.0,2.0,1,4,4.0,3.0,2.0,0,60.0,3.0,0.0,19.0,66.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0,0,1
70042824,201411,2014-11-23,3.0,2.0,90.0,50.0,2,4,4.0,3.0,1.0,1,73.0,10.0,25.0,19.0,66.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0,0,1
70042824,201412,2014-12-26,-2.0,2.0,80.0,12.0,3,4,4.0,3.0,0.0,1,23.0,-14.0,0.0,19.0,66.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0,0,1
70042825,201402,2014-02-02,4.0,5.0,35.0,52.0,4,4,2.0,2.0,0.0,1,10.0,10.0,8.0,96.7,70.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1,1,1
70042825,201403,2014-03-03,3.0,3.0,44.0,52.0,3,4,2.0,3.0,0.0,1,3.5,1.0,5.0,96.7,70.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1,1,1
70042825,201404,2014-04-02,2.0,6.0,32.0,53.0,4,3,2.0,3.0,0.0,1,4.0,5.0,4.0,96.7,70.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1,1,1
70042825,201405,2014-05-02,2.0,1.0,51.0,40.0,4,3,2.0,3.0,0.0,1,4.0,3.0,5.0,96.7,70.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0,0,1
70042825,201406,2014-06-08,2.0,1.0,50.0,21.0,4,3,2.0,3.0,0.0,1,5.0,1.0,8.0,96.7,70.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0,0,1
70042825,201407,2014-07-02,2.0,3.0,42.0,54.0,4,3,2.0,3.0,0.0,1,4.0,3.0,5.0,96.5,70.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1,1,1
70042825,201408,2014-08-06,3.0,3.0,40.0,50.0,4,4,3.0,3.0,0.0,1,6.0,2.0,7.0,96.5,70.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1,0,1
70042825,201409,2014-09-03,3.0,2.0,41.0,40.0,4,3,3.0,3.0,0.0,1,3.0,4.0,6.0,96.5,70.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1,0,1
70042825,201410,2014-10-11,2.0,2.0,39.0,40.0,4,3,3.0,3.0,0.0,1,4.0,5.0,5.0,96.5,70.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1,0,1
70042825,201411,2014-11-12,3.0,2.0,40.0,31.0,4,3,2.0,3.0,0.0,1,3.0,2.0,4.0,96.5,70.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1,0,1
70042825,201412,2014-12-12,2.0,3.0,30.0,50.0,4,3,3.0,3.0,0.0,1,4.0,2.0,4.0,96.5,70.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1,0,1
70042825,201501,2015-01-04,2.0,2.0,25.0,53.0,4,3,3.0,3.0,0.0,1,3.0,3.0,5.0,96.5,70.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1,1,1
70042829,201403,2014-03-08,5.0,20.0,70.0,40.0,3,3,3.0,4.0,5.0,1,2.0,8.0,1.0,19.6,67.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,1
70042829,201404,2014-04-08,7.0,20.0,70.0,50.0,3,4,2.0,2.0,4.0,1,2.0,2.0,5.0,19.6,67.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,1
70042829,201405,2014-05-06,3.5,10.0,60.0,52.0,2,4,2.0,3.0,5.0,1,2.0,7.0,2.0,19.6,67.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0,1,1
70042829,201406,2014-06-03,3.0,10.0,30.0,10.0,2,3,1.0,2.0,2.0,1,2.0,5.0,3.0,19.6,67.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1,0,1
70042829,201407,2014-07-08,5.0,20.0,30.0,10.0,2,4,2.0,2.0,0.0,1,2.0,7.0,3.0,19.0,67.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1,0,1
70042829,201408,2014-08-06,4.0,10.0,10.0,5.0,3,3,2.0,2.0,0.0,1,2.5,5.0,2.0,19.0,67.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1,0,1
70042829,201409,2014-09-02,4.0,10.0,55.0,20.0,3,3,3.0,3.0,0.0,1,3.0,8.0,5.0,19.0,67.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,1
70042829,201411,2014-11-05,3.0,10.0,60.0,50.0,3,3,2.0,2.0,0.0,1,1.0,5.0,5.0,19.0,67.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,1
70042829,201412,2014-12-03,4.0,10.0,50.0,20.0,4,3,3.0,3.0,3.0,1,2.0,8.0,5.0,19.0,67.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,1
70042831,201402,2014-02-04,3.0,10.0,20.0,50.0,3,4,2.0,2.0,50.0,1,25.0,5.0,10.0,54.3,37.0,0.0,1.0,0.0,3.0,0.0,3.0,1.0,1,0,1
70042831,201403,2014-03-11,3.0,3.0,50.0,50.0,3,4,2.0,3.0,19.0,1,5.0,3.0,5.0,54.3,37.0,0.0,1.0,0.0,3.0,0.0,3.0,1.0,0,0,1
70042831,201404,2014-04-22,4.0,5.0,10.0,50.0,4,4,3.0,3.0,51.0,1,10.0,2.0,5.0,65.5,37.0,0.0,1.0,0.0,3.0,0.0,3.0,1.0,1,0,1
70042831,201405,2014-05-28,3.0,3.0,50.0,20.0,2,4,3.0,3.0,100.0,1,20.0,2.0,0.0,54.3,37.0,0.0,1.0,0.0,3.0,0.0,3.0,1.0,0,0,1
70042831,201407,2014-07-10,3.0,3.0,50.0,10.0,2,4,3.0,3.0,80.0,1,10.0,2.0,2.0,64.4,37.0,0.0,1.0,0.0,3.0,0.0,3.0,1.0,0,0,1
70042831,201408,2014-08-14,3.0,3.0,51.0,50.0,3,4,3.0,3.0,50.0,1,20.0,3.0,10.0,44.3,37.0,0.0,1.0,0.0,3.0,0.0,3.0,1.0,0,0,1
70042831,201410,2014-10-10,4.0,3.0,10.0,50.0,4,4,2.0,2.0,50.0,1,10.0,2.0,2.0,53.1,37.0,0.0,1.0,0.0,3.0,0.0,3.0,1.0,1,0,1
70042831,201411,2014-11-06,3.0,3.0,51.0,50.0,4,4,3.0,3.0,0.0,1,10.0,1.0,0.0,53.1,37.0,0.0,1.0,0.0,3.0,0.0,3.0,1.0,0,0,1
70042831,201412,2014-12-04,3.0,3.0,20.0,50.0,4,4,3.0,3.0,0.0,1,5.0,1.0,5.0,53.1,37.0,0.0,1.0,0.0,3.0,0.0,3.0,1.0,1,0,1
70042831,201501,2015-01-07,3.0,3.0,50.0,50.0,4,4,3.0,3.0,0.0,1,10.0,2.0,10.0,64.4,37.0,0.0,1.0,0.0,3.0,0.0,3.0,1.0,0,0,1
70042868,201401,2014-01-21,10.0,-15.0,51.0,40.0,2,2,3.0,2.0,70.0,0,-10.0,5.0,10.0,10.7,61.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0,0,0
70042868,201402,2014-02-12,5.0,15.0,20.0,10.0,2,2,4.0,3.0,25.0,0,-5.0,10.0,15.0,10.7,61.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1,0,1
70042868,201403,2014-03-21,5.0,-4.0,20.0,20.0,2,2,3.0,4.0,2.0,0,-3.0,5.0,5.0,10.7,61.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1,0,0
70042868,201404,2014-04-16,3.0,5.0,15.0,10.0,2,2,3.0,4.0,5.0,0,3.0,2.0,4.0,10.7,61.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1,0,1
70042868,201405,2014-05-19,2.0,-3.0,20.0,10.0,2,3,2.0,2.0,6.0,0,10.0,5.0,5.0,19.6,61.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1,0,0
70042868,201406,2014-06-21,5.0,7.0,20.0,10.0,2,2,1.0,1.0,10.0,0,3.0,5.0,4.0,28.7,61.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1,0,1
70042868,201408,2014-08-18,2.0,5.0,5.0,3.0,2,3,3.0,4.0,2.0,0,-0.5,1.0,2.0,19.0,61.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1,0,1
70042868,201409,2014-09-15,1.0,5.0,5.0,3.0,2,3,2.0,2.0,3.0,0,-1.0,-3.0,2.0,19.0,61.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1,0,1
70042868,201410,2014-10-11,3.0,3.0,5.0,5.0,2,3,3.0,4.0,2.0,0,-1.5,-4.0,3.0,10.4,61.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1,0,1
70042868,201411,2014-11-19,5.0,15.0,15.0,30.0,2,3,2.0,2.0,5.0,0,1.0,-10.0,5.0,27.8,61.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1,0,1
70042868,201412,2014-12-16,2.0,7.0,5.0,6.0,2,3,3.0,4.0,3.0,0,-1.0,-3.0,2.0,19.0,61.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1,0,1
70042876,201401,2014-01-13,10.0,30.0,41.0,50.0,2,3,2.0,2.0,80.0,0,1.0,0.0,10.0,10.7,71.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1,0,1
70042876,201402,2014-02-10,0.0,30.0,10.0,20.0,1,2,2.0,2.0,31.0,0,0.0,-1.0,0.0,10.7,71.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1,0,1
70042876,201403,2014-03-12,50.0,20.0,40.0,60.0,1,3,2.0,2.0,1.0,0,0.0,10.0,0.0,10.7,71.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1,1,1
70042876,201404,2014-04-15,30.0,20.0,20.0,30.0,4,3,1.0,2.0,0.0,1,20.0,-10.0,-10.0,10.7,71.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1,0,1
70042876,201405,2014-05-17,15.0,10.0,20.0,9.0,4,3,2.0,2.0,1.0,0,0.0,0.0,0.0,10.7,71.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1,0,1
70042876,201406,2014-06-14,30.0,30.0,21.0,10.0,4,3,2.0,2.0,0.0,0,0.0,20.0,0.0,10.7,71.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1,0,1
70042876,201408,2014-08-13,15.0,25.0,20.0,20.0,4,3,2.0,2.0,1.0,1,-1.0,-20.0,-1.0,10.4,71.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1,0,1
70042876,201409,2014-09-13,40.0,30.0,20.0,30.0,3,3,2.0,2.0,1.0,1,-20.0,20.0,-10.0,10.4,71.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1,0,1
70042876,201410,2014-10-15,40.0,20.0,20.0,29.0,3,3,2.0,3.0,21.0,1,-50.0,-50.0,0.0,10.4,71.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1,0,1
70042876,201411,2014-11-14,50.0,30.0,11.0,50.0,4,3,4.0,2.0,0.0,1,50.0,40.0,0.0,10.4,71.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1,0,1
70042876,201412,2014-12-18,-25.0,10.0,10.0,11.0,4,3,2.0,2.0,0.0,1,40.0,20.0,5.0,10.4,71.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1,0,1
70042878,201401,2014-01-11,20.0,25.0,60.0,64.0,3,3,1.0,3.0,5.0,0,5.0,2.0,10.0,28.7,56.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,0,1,1
70042878,201403,2014-03-21,15.0,5.0,40.0,51.0,3,3,4.0,4.0,10.0,0,5.0,2.0,0.0,19.6,56.0,1.0,0.0,0.0,3.0,1.0,3.0,1.0,1,1,1
70042878,201404,2014-04-17,25.0,2.0,44.0,60.0,3,3,4.0,4.0,9.0,0,2.0,2.0,1.0,19.6,56.0,1.0,0.0,0.0,3.0,1.0,3.0,1.0,1,1,1
70042878,201407,2014-07-06,10.0,10.0,60.0,51.0,3,4,4.0,4.0,1.0,0,2.0,3.0,1.0,53.1,56.0,1.0,0.0,0.0,3.0,1.0,4.0,1.0,0,1,1
70042878,201408,2014-08-08,5.0,15.0,41.0,26.0,4,4,4.0,4.0,24.0,0,2.0,10.0,5.0,36.4,56.0,1.0,0.0,0.0,3.0,1.0,4.0,1.0,1,0,1
70042878,201409,2014-09-14,5.0,8.0,25.0,52.0,4,4,4.0,4.0,3.0,0,2.0,1.0,4.0,27.8,56.0,1.0,0.0,0.0,3.0,1.0,4.0,1.0,1,1,1
70042878,201410,2014-10-13,5.0,2.0,46.0,40.0,3,4,3.0,3.0,15.0,0,2.0,1.0,5.0,36.4,56.0,1.0,0.0,0.0,3.0,1.0,4.0,1.0,1,0,1
70042878,201412,2014-12-05,2.0,4.0,16.0,5.0,4,4,4.0,4.0,10.0,0,3.0,-2.0,3.0,27.8,56.0,1.0,0.0,0.0,3.0,1.0,4.0,1.0,1,0,1
70042883,201401,2014-01-11,5.0,7.0,80.0,60.0,2,2,1.0,1.0,0.0,1,1.0,5.0,3.0,78.7,49.0,1.0,0.0,0.0,4.0,1.0,2.0,0.0,0,1,1
70042883,201402,2014-02-10,4.0,4.0,50.0,50.0,2,3,2.0,3.0,0.0,1,1.0,5.0,2.0,78.7,49.0,1.0,0.0,0.0,4.0,1.0,2.0,0.0,0,0,1
70042883,201403,2014-03-12,5.0,7.0,40.0,20.0,3,3,1.0,3.0,0.0,1,1.0,5.0,2.0,78.7,49.0,1.0,0.0,0.0,4.0,1.0,2.0,0.0,1,0,1
70042883,201404,2014-04-11,4.0,5.0,70.0,40.0,3,2,1.0,3.0,0.0,1,1.7,3.0,4.0,78.7,49.0,1.0,0.0,0.0,4.0,1.0,2.0,0.0,0,0,1
70042883,201405,2014-05-11,4.0,8.0,50.0,50.0,2,3,1.0,3.0,0.0,1,1.5,5.0,1.0,78.7,49.0,1.0,0.0,0.0,4.0,1.0,2.0,0.0,0,0,1
70042883,201406,2014-06-02,4.0,20.0,5.0,50.0,2,3,1.0,3.0,0.0,1,2.0,5.0,3.0,78.7,49.0,1.0,0.0,0.0,4.0,1.0,2.0,0.0,1,0,1
70042883,201407,2014-07-02,5.0,10.0,50.0,50.0,3,3,1.0,3.0,0.0,1,2.0,5.0,2.0,77.8,49.0,1.0,0.0,0.0,4.0,1.0,2.0,0.0,0,0,1
70042883,201408,2014-08-05,5.0,10.0,50.0,50.0,3,3,1.0,3.0,0.0,1,2.0,7.0,3.0,77.8,49.0,1.0,0.0,0.0,4.0,1.0,2.0,0.0,0,0,1
70042883,201409,2014-09-07,5.0,5.0,50.0,5.0,3,3,2.0,2.0,0.0,1,2.0,5.0,5.0,77.8,49.0,1.0,0.0,0.0,4.0,1.0,2.0,0.0,0,0,1
70042883,201410,2014-10-03,5.0,10.0,5.0,5.0,2,3,1.0,3.0,0.0,1,2.0,5.0,2.0,77.8,49.0,1.0,0.0,0.0,4.0,1.0,2.0,0.0,1,0,1
70042883,201411,2014-11-03,5.0,10.0,50.0,25.0,2,3,1.0,3.0,0.0,1,2.0,5.0,5.0,77.8,49.0,1.0,0.0,0.0,4.0,1.0,2.0,0.0,0,0,1
70042883,201412,2014-12-04,5.0,10.0,50.0,50.0,2,3,1.0,3.0,0.0,1,2.0,5.0,5.0,77.8,49.0,1.0,0.0,0.0,4.0,1.0,2.0,0.0,0,0,1
70042888,201402,2014-02-11,1.9,7.0,3.0,8.0,4,5,4.0,3.0,0.0,0,0.0,0.0,0.0,28.7,59.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,1,0,1
70042888,201403,2014-03-12,2.0,7.0,10.0,40.0,4,4,4.0,4.0,0.0,1,2.0,-80.0,0.0,37.4,59.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,1,0,1
70042888,201404,2014-04-14,3.0,7.0,20.0,70.0,5,5,4.0,4.0,0.0,1,12.0,12.0,0.0,37.4,59.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,1,1,1
70042888,201405,2014-05-18,0.0,7.0,15.0,30.0,4,3,4.0,4.0,0.0,0,0.0,-5.0,0.0,37.4,59.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,1,0,1
70042888,201406,2014-06-15,6.0,7.0,20.0,10.0,3,3,3.0,3.0,0.0,0,0.0,-10.0,0.0,37.4,59.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,1,0,1
70042888,201407,2014-07-12,3.0,6.0,10.0,15.0,3,3,3.0,3.0,0.0,0,0.0,-10.0,0.0,36.4,59.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,1,0,1
70042888,201408,2014-08-02,3.0,7.0,15.0,10.0,4,4,3.0,2.0,0.0,0,0.0,-10.0,0.0,36.4,59.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,1,0,1
70042888,201409,2014-09-11,7.0,7.0,3.0,10.0,3,3,3.0,2.0,0.0,0,3.0,-10.0,0.0,27.8,59.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,1,0,1
70042888,201410,2014-10-03,0.0,7.0,10.0,14.0,3,3,3.0,2.0,0.0,0,0.0,-10.0,0.0,27.8,59.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,1,0,1
70042888,201411,2014-11-03,0.0,9.0,10.0,30.0,4,4,3.0,3.0,0.0,0,5.0,-10.0,0.0,36.4,59.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,1,0,1
70042902,201402,2014-02-07,5.0,2.0,85.0,60.0,1,4,1.0,1.0,85.0,1,1.0,5.0,2.0,10.7,32.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0,1,1
70042902,201408,2014-08-02,5.0,10.0,75.0,45.0,4,4,1.0,1.0,50.0,1,1.0,5.0,2.0,27.8,32.0,1.0,0.0,0.0,3.0,0.0,2.0,1.0,0,0,1
70042902,201409,2014-09-02,2.0,5.0,75.0,50.0,4,3,1.0,1.0,50.0,1,1.0,-2.0,1.0,36.4,32.0,1.0,0.0,0.0,3.0,0.0,2.0,1.0,0,0,1
70042902,201410,2014-10-03,1.0,5.0,50.0,25.0,3,4,1.0,1.0,0.0,1,1.0,-2.0,0.0,27.8,32.0,1.0,0.0,0.0,3.0,0.0,2.0,1.0,0,0,1
70042902,201411,2014-11-04,2.0,5.0,90.0,11.0,3,4,1.0,1.0,50.0,1,0.0,1.0,1.0,36.4,32.0,1.0,0.0,0.0,3.0,0.0,2.0,1.0,0,0,1
70042902,201501,2015-01-21,5.0,5.0,50.0,25.0,4,3,1.0,1.0,50.0,1,2.0,1.0,2.0,27.8,32.0,1.0,0.0,0.0,3.0,0.0,2.0,1.0,0,0,1
70042911,201401,2014-01-21,10.0,10.0,60.0,80.0,3,3,2.0,4.0,0.0,1,2.0,-15.0,-1.0,37.4,79.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0,1,1
70042911,201402,2014-02-20,5.0,3.0,20.0,60.0,3,4,3.0,3.0,0.0,1,10.0,1.0,5.0,28.7,79.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1,1,1
70042911,201405,2014-05-09,5.0,-10.0,20.0,10.0,2,4,3.0,4.0,0.0,0,20.0,0.0,2.0,19.6,79.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1,0,0
70042911,201408,2014-08-09,10.0,5.0,10.0,20.0,2,3,2.0,3.0,0.0,1,10.0,-5.0,0.0,19.0,79.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1,0,1
70042911,201409,2014-09-23,5.0,-5.0,10.0,5.0,2,4,3.0,3.0,0.0,1,10.0,5.0,10.0,19.0,79.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1,0,0
70042911,201412,2014-12-27,5.0,8.0,5.0,10.0,3,3,3.0,4.0,0.0,0,2.0,-10.0,2.0,19.0,79.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1,0,1
70042916,201403,2014-03-12,50.0,20.0,50.0,60.0,2,1,2.0,3.0,70.0,0,10.0,10.0,10.0,3.3,57.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0,1,1
70042942,201401,2014-01-18,30.0,10.0,90.0,30.0,3,4,3.0,3.0,0.0,0,0.0,10.0,4.0,28.7,37.0,1.0,0.0,0.0,3.0,0.0,5.0,1.0,0,0,1
70042942,201402,2014-02-20,5.0,10.0,60.0,20.0,4,4,3.0,2.0,10.0,1,0.0,0.0,3.0,19.6,37.0,1.0,0.0,0.0,3.0,0.0,5.0,1.0,0,0,1
70042942,201403,2014-03-28,5.0,8.0,40.0,40.0,3,3,4.0,4.0,10.0,1,0.0,15.0,5.0,19.6,37.0,1.0,0.0,0.0,3.0,0.0,5.0,1.0,1,0,1
70042942,201404,2014-04-24,-3.0,5.0,60.0,20.0,3,2,4.0,4.0,0.0,1,0.0,10.0,8.0,19.6,37.0,1.0,0.0,0.0,3.0,0.0,5.0,1.0,0,0,1
70042942,201406,2014-06-09,8.0,0.0,40.0,30.0,3,3,4.0,3.0,10.0,1,0.0,0.0,0.0,19.6,37.0,1.0,0.0,0.0,3.0,0.0,5.0,1.0,1,0,0
70042945,201401,2014-01-14,10.0,10.0,25.0,50.0,3,3,2.0,3.0,0.0,1,10.0,25.0,5.0,88.4,29.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,1,0,1
70042945,201402,2014-02-11,5.0,10.0,20.0,50.0,3,3,2.0,2.0,0.0,1,5.0,10.0,2.0,88.4,29.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,1,0,1
70042945,201403,2014-03-13,2.0,3.0,10.0,5.0,3,3,2.0,3.0,0.0,1,5.0,5.0,3.0,88.4,29.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,1,0,1
70042945,201404,2014-04-14,2.0,5.0,20.0,25.0,3,3,3.0,4.0,0.0,1,5.0,10.0,7.0,88.4,29.0,1.0,0.0,0.0,4.0,1.0,2.0,1.0,1,0,1
70042945,201405,2014-05-12,-2.0,5.0,15.0,50.0,3,3,3.0,3.0,0.0,1,4.0,5.0,5.0,88.4,29.0,1.0,0.0,0.0,4.0,1.0,2.0,1.0,1,0,1
70042945,201406,2014-06-12,-1.0,2.0,10.0,50.0,3,3,3.0,3.0,0.0,1,5.0,5.0,2.0,88.4,29.0,1.0,0.0,0.0,4.0,1.0,2.0,1.0,1,0,1
70042945,201408,2014-08-02,5.0,-2.0,20.0,50.0,3,3,3.0,3.0,0.0,1,10.0,5.0,5.0,87.9,29.0,1.0,0.0,0.0,4.0,1.0,2.0,1.0,1,0,0
70042945,201409,2014-09-02,-2.0,-5.0,10.0,5.0,3,3,3.0,3.0,0.0,1,10.0,5.0,5.0,96.5,29.0,1.0,0.0,0.0,4.0,1.0,2.0,1.0,1,0,0
70042948,201401,2014-01-14,-4.0,10.0,30.0,50.0,3,3,2.0,3.0,2.0,1,7.0,0.0,3.0,37.4,36.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,1,0,1
70042948,201402,2014-02-13,3.0,10.0,50.0,51.0,4,3,2.0,2.0,2.0,1,2.0,10.0,10.0,28.7,36.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,0,1,1
70042948,201403,2014-03-15,5.0,5.0,51.0,50.0,3,3,2.0,2.0,3.0,1,5.0,0.0,1.0,28.7,36.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,0,0,1
