userid,wid,date,infl_1y,house_price_change,prob_unrate_up,prob_stocks_up,financial_past_12m,financial_12m,credit_cond_past_12m,credit_cond_12m,prob_miss_paym_3m,working,hh_inc_change,hh_spending_change,taxes_change,hh_inc_bin_rank,age_init,female,hispanic,black,educ,owner,num_kids,couple,optimist_unrate,optimist_stocks,optimist_house_price
70000339,201306,2013-06-05,5.0,10.0,20.0,30.0,2,3,4.0,3.0,70.0,1,-15.0,10.0,5.0,79.6,52.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,1,0,1
70000339,201308,2013-08-02,5.0,8.0,50.0,40.0,2,2,4.0,3.0,80.0,1,-15.0,12.0,7.0,78.7,52.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,0,0,1
70000339,201309,2013-09-04,8.0,5.0,50.0,40.0,2,2,4.0,3.0,50.0,1,-15.0,8.0,5.0,78.7,52.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,0,0,1
70000341,201306,2013-06-05,3.0,5.0,40.0,60.0,4,4,4.0,4.0,1.0,1,10.0,20.0,3.0,79.6,45.0,1.0,0.0,0.0,4.0,1.0,2.0,1.0,1,1,1
70000341,201307,2013-07-03,2.0,10.0,51.0,60.0,4,4,4.0,4.0,2.0,1,5.0,5.0,3.0,65.5,45.0,1.0,0.0,0.0,4.0,1.0,2.0,1.0,0,1,1
70000341,201308,2013-08-02,10.0,15.0,30.0,51.0,4,4,4.0,4.0,9.0,1,10.0,5.0,3.0,78.7,45.0,1.0,0.0,0.0,4.0,1.0,2.0,1.0,1,1,1
70000341,201309,2013-09-08,10.0,15.0,30.0,50.0,4,4,4.0,4.0,3.0,1,20.0,25.0,5.0,65.5,45.0,1.0,0.0,0.0,4.0,1.0,2.0,1.0,1,0,1
70000341,201310,2013-10-09,10.0,5.0,55.0,50.0,4,4,4.0,4.0,2.0,1,8.0,15.0,3.0,78.7,45.0,1.0,0.0,0.0,4.0,1.0,2.0,1.0,0,0,1
70003183,201306,2013-06-11,10.0,5.0,30.0,10.0,3,3,1.0,1.0,20.0,1,3.0,5.0,3.0,46.3,58.0,1.0,0.0,1.0,3.0,0.0,2.0,0.0,1,0,1
70003183,201307,2013-07-29,6.0,-3.0,40.0,10.0,3,3,2.0,2.0,10.0,1,3.0,5.0,3.0,45.4,58.0,1.0,0.0,1.0,3.0,0.0,2.0,0.0,1,0,0
70003189,201306,2013-06-02,7.0,10.0,6.0,43.0,4,4,2.0,1.0,0.0,0,5.0,3.0,-10.0,96.9,56.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,1,0,1
70003202,201306,2013-06-21,2.3,12.0,34.0,50.0,4,3,4.0,4.0,0.0,0,35.0,45.0,5.0,11.0,64.0,1.0,0.0,0.0,4.0,1.0,2.0,0.0,1,0,1
70003202,201308,2013-08-19,2.5,12.0,30.0,45.0,4,4,3.0,3.0,0.0,0,45.0,65.0,2.0,19.6,64.0,1.0,0.0,0.0,4.0,1.0,2.0,0.0,1,0,1
70003202,201309,2013-09-20,3.0,5.0,40.0,40.0,3,4,3.0,2.0,0.0,0,45.0,40.0,5.0,19.6,64.0,1.0,0.0,0.0,4.0,1.0,2.0,0.0,1,0,1
70003202,201310,2013-10-22,2.0,10.0,25.0,35.0,3,3,4.0,3.0,0.0,0,40.0,40.0,40.0,19.6,64.0,1.0,0.0,0.0,4.0,1.0,2.0,0.0,1,0,1
70003205,201306,2013-06-15,4.0,10.0,10.0,10.0,3,3,3.0,3.0,0.0,0,-2.0,-3.0,5.0,66.6,71.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,1,0,1
70003205,201307,2013-07-12,3.0,15.0,10.0,5.0,3,3,3.0,3.0,0.0,0,3.0,3.0,6.0,65.5,71.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,1,0,1
70003205,201308,2013-08-10,3.0,6.0,10.0,40.0,3,3,3.0,3.0,0.0,0,1.5,3.0,5.0,65.5,71.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,1,0,1
70003205,201310,2013-10-04,4.0,5.0,50.0,50.0,3,2,3.0,3.0,0.0,0,3.0,5.0,6.0,65.5,71.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,0,0,1
70003208,201306,2013-06-03,2.0,10.0,81.0,80.0,4,3,4.0,4.0,11.0,0,-10.0,10.0,3.0,66.6,70.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0,1,1
70003208,201307,2013-07-12,1.0,10.0,9.0,51.0,4,4,4.0,4.0,0.0,0,-3.0,3.0,-2.0,65.5,70.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1,1,1
70003208,201308,2013-08-05,2.0,10.0,81.0,80.0,4,4,4.0,4.0,0.0,0,5.0,5.0,2.0,78.7,70.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0,1,1
70003208,201309,2013-09-03,2.0,15.0,50.0,60.0,3,4,2.0,3.0,0.0,0,-10.0,10.0,2.0,65.5,70.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0,1,1
70003225,201306,2013-06-11,4.0,10.0,20.0,50.0,3,3,4.0,4.0,10.0,0,3.0,5.0,0.3,55.3,82.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1,0,1
70003231,201307,2013-07-23,3.0,15.0,45.0,65.0,4,4,4.0,4.0,1.0,1,5.0,3.0,20.0,96.7,50.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1,1,1
70003238,201306,2013-06-11,3.0,10.0,10.0,25.0,3,3,3.0,3.0,0.0,0,2.0,5.0,10.0,20.1,58.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1,0,1
70003238,201308,2013-08-11,3.0,10.0,50.0,25.0,3,2,3.0,3.0,0.0,0,-3.0,5.0,5.0,28.7,58.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0,0,1
70003238,201309,2013-09-05,3.0,5.0,25.0,25.0,3,3,2.0,2.0,0.0,0,1.0,3.0,3.0,28.7,58.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1,0,1
70003238,201310,2013-10-03,3.0,5.0,10.0,25.0,3,2,3.0,3.0,0.0,0,1.0,5.0,5.0,28.7,58.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1,0,1
70003242,201306,2013-06-10,-3.0,10.0,50.0,50.0,3,3,2.0,3.0,5.0,1,0.0,7.0,0.0,66.6,41.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0,0,1
70003252,201306,2013-06-05,4.0,10.0,5.0,5.0,4,3,4.0,4.0,0.0,1,4.0,6.0,5.0,66.6,65.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1,0,1
70003252,201307,2013-07-09,3.0,6.0,40.0,50.0,4,4,4.0,4.0,0.0,1,4.0,2.0,2.0,65.5,65.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1,0,1
70003252,201309,2013-09-12,4.0,6.0,10.0,10.0,3,3,4.0,4.0,0.0,1,3.0,5.0,3.0,65.5,65.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1,0,1
70003260,201306,2013-06-03,1.0,15.0,50.0,60.0,3,3,3.0,4.0,1.0,1,-10.0,5.0,3.0,89.0,67.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0,1,1
70003260,201308,2013-08-09,1.0,10.0,50.0,60.0,3,3,4.0,4.0,1.0,1,-15.0,3.0,3.0,78.7,67.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0,1,1
70003260,201309,2013-09-09,1.0,5.0,51.0,80.0,3,2,4.0,4.0,1.0,1,-10.0,3.0,2.0,78.7,67.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0,1,1
70003260,201310,2013-10-03,1.0,5.0,60.0,60.0,3,2,4.0,4.0,1.0,1,-10.0,5.0,3.0,88.4,67.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0,1,1
70003265,201306,2013-06-17,4.0,5.0,50.0,5.0,2,2,2.0,2.0,1.0,0,-2.0,3.0,3.0,46.3,71.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0,0,1
70003265,201308,2013-08-03,3.0,9.0,50.0,5.0,2,3,2.0,3.0,0.0,0,1.2,3.0,2.5,45.4,71.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0,0,1
70003265,201309,2013-09-05,2.5,6.0,50.0,50.0,2,2,2.0,2.0,0.0,0,1.5,3.5,3.0,45.4,71.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0,0,1
70003265,201310,2013-10-03,2.5,3.5,50.0,10.0,2,2,2.0,2.0,2.0,0,1.0,2.0,2.5,45.4,71.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0,0,1
70003271,201306,2013-06-04,8.0,8.0,30.0,20.0,2,2,2.0,2.0,5.0,1,-7.0,2.0,5.0,55.3,51.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1,0,1
70003271,201308,2013-08-11,7.0,5.0,5.0,10.0,3,3,2.0,2.0,10.0,1,3.0,3.0,6.0,45.4,51.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1,0,1
70003271,201309,2013-09-09,4.0,5.0,18.0,18.0,3,3,2.0,2.0,8.0,1,3.0,3.0,3.0,45.4,51.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1,0,1
70003271,201310,2013-10-05,10.0,8.0,30.0,19.0,2,3,2.0,2.0,15.0,1,3.0,3.0,5.0,45.4,51.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1,0,1
70003295,201306,2013-06-02,6.0,15.0,33.0,75.0,4,5,4.0,4.0,10.0,1,15.0,5.0,10.0,29.3,38.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1,1,1
70006274,201306,2013-06-19,-2.0,-7.0,65.0,35.0,2,2,2.0,2.0,0.0,1,3.0,10.0,5.0,96.9,51.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,0,0,0
70006274,201307,2013-07-14,3.0,5.0,66.0,33.0,2,2,2.0,3.0,0.0,1,3.0,-5.0,5.0,96.7,51.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,0,0,1
70006288,201306,2013-06-07,5.0,8.0,18.0,72.0,3,3,4.0,4.0,0.0,1,3.0,8.0,5.0,79.6,51.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1,1,1
70006288,201308,2013-08-05,4.0,9.0,29.0,68.0,3,3,4.0,4.0,2.0,1,2.0,12.0,5.0,78.7,51.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1,1,1
70006290,201306,2013-06-20,4.0,1.0,50.0,10.0,3,3,3.0,3.0,0.0,0,0.0,0.0,3.0,55.3,66.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,0,0,1
70006290,201308,2013-08-19,3.0,-8.0,50.0,10.0,3,3,4.0,4.0,0.0,0,0.0,1.0,3.0,54.3,66.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,0,0,0
70006290,201309,2013-09-20,4.0,-10.0,40.0,10.0,3,3,4.0,3.0,0.0,0,0.0,5.0,3.0,54.3,66.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,1,0,0
70006290,201310,2013-10-22,4.0,-5.0,30.0,10.0,3,3,4.0,4.0,0.0,0,1.0,3.0,3.0,54.3,66.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,1,0,0
70006290,201311,2013-11-11,5.0,-5.0,40.0,10.0,3,3,4.0,3.0,0.0,0,1.0,5.0,3.0,54.3,66.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,1,0,0
70006299,201306,2013-06-02,10.0,20.0,20.0,12.0,2,2,2.0,2.0,1.0,0,-10.0,20.0,20.0,11.0,71.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1,0,1
70006299,201307,2013-07-02,10.0,20.0,10.0,10.0,3,2,2.0,2.0,11.0,0,-10.0,20.0,30.0,10.7,71.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1,0,1
70006299,201308,2013-08-05,30.0,10.0,30.0,10.0,2,2,2.0,2.0,10.0,0,-20.0,20.0,30.0,10.7,71.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1,0,1
70006299,201309,2013-09-04,50.0,30.0,46.0,47.0,2,2,2.0,2.0,8.0,0,-20.0,20.0,30.0,10.7,71.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1,0,1
70006299,201311,2013-11-03,47.0,20.0,20.0,11.0,2,2,2.0,2.0,9.0,0,-25.0,47.0,25.0,10.7,71.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1,0,1
70006301,201306,2013-06-13,3.0,4.0,25.0,30.0,2,2,3.0,3.0,0.0,1,0.0,5.0,4.0,66.6,37.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1,0,1
70006323,201306,2013-06-02,4.0,7.0,50.0,60.0,3,4,3.0,4.0,0.0,0,10.0,10.0,5.0,79.6,82.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0,1,1
70006353,201306,2013-06-07,3.0,3.0,19.0,31.0,3,4,3.0,3.0,0.0,1,2.0,-6.0,2.0,46.3,50.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,1,0,1
70006358,201306,2013-06-02,2.0,5.0,50.0,30.0,3,3,2.0,3.0,0.0,1,2.0,3.0,2.0,96.9,43.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,0,0,1
70006365,201306,2013-06-04,3.0,5.0,10.0,60.0,4,3,2.0,2.0,3.0,1,2.0,2.0,1.0,66.6,42.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,1,1,1
70006365,201307,2013-07-02,3.0,0.0,35.0,60.0,3,3,1.0,1.0,0.0,1,2.0,2.0,0.0,65.5,42.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,1,1,0
70006365,201308,2013-08-05,2.0,0.0,10.0,20.0,4,3,1.0,1.0,0.0,1,1.0,2.0,2.0,65.5,42.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,1,0,0
70006368,201306,2013-06-17,3.5,1.0,30.0,70.0,4,3,3.0,3.0,10.0,1,-10.0,3.0,5.0,89.0,40.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,1,1,1
70006368,201307,2013-07-15,2.5,3.0,24.0,80.0,3,3,3.0,3.0,6.0,1,-10.0,5.0,2.0,88.4,40.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,1,1,1
70006368,201308,2013-08-15,2.1,2.0,20.0,39.0,3,3,3.0,3.0,5.0,1,-25.0,-10.0,-5.0,88.4,40.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,1,0,1
70006380,201306,2013-06-09,4.0,7.0,25.0,70.0,2,2,3.0,3.0,0.0,1,3.0,5.0,6.0,79.6,50.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1,1,1
70006399,201306,2013-06-10,3.0,5.0,38.0,64.0,4,4,3.0,4.0,0.0,1,6.0,5.0,3.0,89.0,56.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1,1,1
70006399,201308,2013-08-06,7.0,3.0,10.0,30.0,4,4,4.0,4.0,0.0,1,5.0,3.0,3.0,96.7,56.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1,0,1
70009172,201306,2013-06-02,2.5,3.0,20.0,50.0,4,4,4.0,4.0,0.0,0,2.0,2.0,3.0,89.0,69.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1,0,1
70009180,201306,2013-06-19,2.0,8.0,20.0,80.0,3,4,4.0,4.0,0.0,1,20.0,30.0,5.0,66.6,48.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,1,1,1
70009205,201306,2013-06-03,5.0,10.0,30.0,70.0,3,5,4.0,3.0,10.0,0,100.0,50.0,2.0,20.1,52.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,1,1,1
70009205,201308,2013-08-02,2.0,20.0,35.0,40.0,4,4,3.0,3.0,50.0,0,100.0,25.0,0.0,3.3,52.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,1,0,1
70009218,201308,2013-08-10,2.0,10.0,97.0,11.0,1,1,1.0,1.0,91.0,1,10.0,20.0,15.0,10.7,40.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,1
70009223,201306,2013-06-25,5.0,3.0,35.0,50.0,4,4,4.0,4.0,1.0,1,5.0,5.0,5.0,55.3,31.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1,0,1
70009224,201306,2013-06-13,4.0,8.0,30.0,60.0,3,3,4.0,5.0,2.0,1,1.0,3.0,4.0,55.3,53.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,1,1,1
70009224,201308,2013-08-06,4.0,5.0,40.0,60.0,2,3,4.0,3.0,5.0,1,0.0,4.0,5.0,54.3,53.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,1,1,1
70009230,201306,2013-06-24,20.0,-10.0,30.0,50.0,3,3,2.0,2.0,0.0,0,0.0,0.0,10.0,66.6,58.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1,0,0
70009243,201306,2013-06-02,3.0,8.0,30.0,30.0,4,3,3.0,3.0,1.0,1,1.0,5.0,2.0,66.6,63.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1,0,1
70009243,201308,2013-08-06,3.0,7.0,40.0,56.0,3,3,3.0,3.0,0.0,1,2.0,3.0,-1.0,65.5,63.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1,1,1
70009251,201306,2013-06-19,6.0,3.0,20.0,3.0,4,3,2.0,2.0,2.0,1,15.0,10.0,6.0,79.6,44.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,1,0,1
70009289,201306,2013-06-02,2.0,4.0,60.0,35.0,2,2,4.0,4.0,10.0,0,-2.0,5.0,3.0,38.2,64.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0,0,1
70009297,201306,2013-06-03,2.0,5.0,3.0,5.0,3,3,2.0,4.0,0.0,0,-5.0,-5.0,-5.0,38.2,66.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,1,0,1
70009319,201306,2013-06-12,5.0,30.0,20.0,40.0,3,3,3.0,3.0,0.0,0,5.0,10.0,15.0,38.2,42.0,1.0,0.0,0.0,4.0,1.0,2.0,1.0,1,0,1
70009324,201306,2013-06-11,3.0,7.0,50.0,50.0,2,2,2.0,2.0,20.0,1,10.0,2.0,10.0,96.9,52.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,0,0,1
70009324,201307,2013-07-11,3.0,10.0,60.0,40.0,2,3,2.0,2.0,20.0,1,10.0,4.0,5.0,96.7,52.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,0,0,1
70009328,201306,2013-06-02,2.0,5.0,10.0,50.0,4,3,3.0,3.0,0.0,1,2.0,5.0,2.0,89.0,55.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,1,0,1
70009328,201308,2013-08-04,2.0,5.0,10.0,50.0,4,3,3.0,3.0,0.0,1,-50.0,-10.0,3.0,88.4,55.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1,0,1
70009333,201306,2013-06-20,5.0,-3.0,22.0,7.0,3,2,2.0,2.0,0.0,0,1.0,4.0,10.0,55.3,52.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1,0,0
70009333,201307,2013-07-20,5.0,-2.0,30.0,11.0,3,3,2.0,2.0,0.0,0,1.0,3.0,10.0,65.5,52.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1,0,0
70009360,201306,2013-06-28,1.0,4.0,50.0,50.0,3,3,3.0,3.0,0.0,1,0.0,5.0,2.0,79.6,58.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0,0,1
70009362,201306,2013-06-11,5.0,2.0,20.0,10.0,3,3,2.0,2.0,5.0,1,5.0,10.0,3.0,79.6,50.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,1,0,1
70009366,201306,2013-06-02,5.0,5.0,2.0,60.0,3,3,3.0,3.0,0.0,0,1.0,5.0,5.0,66.6,75.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,1,1,1
70009381,201306,2013-06-03,-2.0,18.0,10.0,5.0,4,4,2.0,2.0,0.0,1,10.0,3.0,5.0,79.6,60.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1,0,1
70009381,201308,2013-08-08,2.0,15.0,10.0,20.0,4,4,2.0,2.0,0.0,1,5.0,-2.0,5.0,78.7,60.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1,0,1
70009391,201306,2013-06-03,2.5,8.0,60.0,70.0,4,3,4.0,3.0,0.0,1,3.0,7.0,8.0,79.6,53.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0,1,1
70009391,201307,2013-07-02,3.5,7.0,60.0,65.0,4,3,3.0,2.0,0.0,1,2.5,15.0,6.0,78.7,53.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0,1,1
70009391,201308,2013-08-01,3.5,6.0,40.0,60.0,4,3,3.0,2.0,0.0,1,2.5,6.0,3.0,78.7,53.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1,1,1
70009428,201306,2013-06-11,4.0,10.0,10.0,30.0,3,4,2.0,3.0,5.0,1,25.0,15.0,5.0,55.3,34.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,1,0,1
70009430,201306,2013-06-02,5.0,5.0,60.0,50.0,2,2,2.0,2.0,0.0,1,10.0,5.0,10.0,96.9,50.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0,0,1
70009469,201306,2013-06-02,3.0,5.0,60.0,50.0,2,3,3.0,2.0,0.0,0,-15.0,-15.0,30.0,29.3,83.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0,0,1
70009469,201308,2013-08-02,30.0,10.0,60.0,50.0,2,3,3.0,3.0,0.0,0,-10.0,20.0,10.0,19.6,83.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0,0,1
70009495,201306,2013-06-05,5.0,10.0,40.0,60.0,4,4,3.0,4.0,2.0,1,10.0,18.0,5.0,79.6,33.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1,1,1
70009495,201307,2013-07-02,3.0,10.0,25.0,75.0,4,4,4.0,5.0,1.0,1,7.0,5.0,1.0,78.7,33.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1,1,1
70009495,201308,2013-08-04,5.0,10.0,45.0,60.0,4,4,4.0,4.0,1.0,1,5.0,15.0,10.0,78.7,33.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1,1,1
70009498,201306,2013-06-06,10.0,1.0,30.0,25.0,2,2,2.0,2.0,50.0,1,-15.0,-15.0,5.0,11.0,32.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1,0,1
70009498,201308,2013-08-11,2.0,-2.0,15.0,20.0,3,3,3.0,3.0,25.0,1,-5.0,-5.0,1.0,54.3,32.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1,0,0
70009498,201309,2013-09-13,15.0,5.0,18.0,17.0,3,4,2.0,2.0,90.0,1,10.0,-10.0,5.0,37.4,32.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1,0,1
70009498,201310,2013-10-14,5.0,5.0,40.0,30.0,3,3,3.0,3.0,5.0,1,-2.0,5.0,3.0,19.6,32.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1,0,1
70009498,201311,2013-11-11,15.0,3.0,35.0,35.0,3,3,3.0,3.0,10.0,1,2.0,5.0,10.0,28.7,32.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1,0,1
70009517,201306,2013-06-03,2.0,10.0,30.0,65.0,3,4,2.0,3.0,0.0,1,5.0,5.0,3.0,79.6,32.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1,1,1
70009521,201306,2013-06-07,5.0,5.0,20.0,20.0,3,3,2.0,2.0,25.0,1,5.0,10.0,5.0,79.6,42.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,1,0,1
70009531,201306,2013-06-10,3.0,5.0,57.0,69.0,2,3,2.0,2.0,7.0,0,3.0,5.0,4.0,96.9,50.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0,1,1
70009536,201306,2013-06-03,4.0,10.0,40.0,50.0,3,4,4.0,4.0,1.0,1,8.0,20.0,10.0,96.9,37.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1,0,1
70009536,201308,2013-08-01,4.0,10.0,21.0,21.0,4,4,4.0,4.0,2.0,1,10.0,10.0,5.0,96.7,37.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1,0,1
70009541,201306,2013-06-10,5.0,3.0,5.0,7.0,3,2,2.0,2.0,5.0,1,2.0,-3.0,7.0,46.3,58.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1,0,1
70009561,201306,2013-06-12,10.0,10.0,11.0,31.0,3,2,2.0,2.0,50.0,1,10.0,10.0,2.0,79.6,40.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1,0,1
70009573,201306,2013-06-03,2.0,5.0,30.0,60.0,3,3,3.0,3.0,10.0,1,3.0,10.0,2.0,66.6,48.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1,1,1
70009582,201306,2013-06-11,7.0,5.0,30.0,39.0,3,4,2.0,3.0,11.0,0,100.0,10.0,0.0,3.4,50.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1,0,1
70009586,201306,2013-06-27,4.0,10.0,50.0,74.0,2,2,2.0,2.0,0.0,1,3.0,15.0,2.0,46.3,63.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0,1,1
70009593,201306,2013-06-11,8.0,10.0,80.0,49.0,2,2,2.0,3.0,20.0,1,3.0,8.0,15.0,79.6,40.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0,0,1
70009596,201306,2013-06-10,30.0,10.0,40.0,30.0,3,3,3.0,3.0,0.0,1,2.0,25.0,10.0,66.6,54.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1,0,1
70009596,201308,2013-08-04,25.0,5.0,40.0,30.0,3,4,3.0,3.0,0.0,1,-10.0,10.0,5.0,54.3,54.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1,0,1
70009687,201307,2013-07-01,3.0,5.0,50.0,10.0,4,3,3.0,3.0,0.0,1,3.0,5.0,5.0,79.6,53.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0,0,1
70009694,201306,2013-06-02,3.0,7.0,40.0,50.0,4,4,4.0,4.0,0.0,0,3.0,5.0,3.0,79.6,66.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1,0,1
70009694,201307,2013-07-01,3.0,10.0,16.0,56.0,4,4,4.0,4.0,0.0,0,3.0,1.0,5.0,79.6,66.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1,1,1
70009694,201308,2013-08-12,3.0,5.0,40.0,60.0,4,4,4.0,4.0,0.0,0,3.0,3.0,5.0,78.7,66.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1,1,1
70009776,201306,2013-06-10,-2.0,5.0,50.0,49.0,4,3,3.0,3.0,0.0,1,2.0,-10.0,5.0,55.3,51.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0,0,1
70009792,201306,2013-06-13,7.0,10.0,10.0,40.0,3,3,4.0,4.0,10.0,0,5.0,5.0,5.0,3.4,66.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,1,0,1
70009792,201307,2013-07-12,2.0,10.0,20.0,50.0,3,4,4.0,4.0,5.0,0,10.0,10.0,5.0,19.6,66.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,1,0,1
