userid,wid,tenure,weight,date,financial_past_12m,financial_12m,prob_move_house,prob_unrate_up,prob_irate_up,prob_stocks_up,infl_1y,infl_1y_bin_mean,infl_1y_bin_var,infl_1y_bin_median,infl_1y_bin_iqr,infl_1y_bin_prob_defl,infl_3y,infl_3y_bin_mean,infl_3y_bin_var,infl_3y_bin_median,infl_3y_bin_iqr,infl_3y_bin_prob_defl,infl_5y,working,num_jobs,self_employed,prob_lose_job,prob_leave_job,looking_for_job,prob_accept_job_12m,prob_accept_job_3m,jobless_length,prob_search_job_12m,prob_search_job_3m,earnings_change,hh_inc_change,hh_spending_change,taxes_change,credit_cond_past_12m,credit_cond_12m,prob_miss_paym_3m,house_price_change,house_price_change_3y,govt_debt_change,num_lit_q1,num_lit_q1_correct,num_lit_q2,num_lit_q2_correct,num_lit_q3,num_lit_q3_correct,num_lit_q5,num_lit_q5_correct,num_lit_q6,num_lit_q6_correct,num_lit_q8,num_lit_q8_correct,num_lit_q9,num_lit_q9_correct,age_init,female,hispanic,black,educ,owner,health,take_fin_risk,hh_changed,num_kids,same_employer,couple,hh_inc_bin,hh_inc_bin_rank
70000327,201308,9,1.28,2013-08-01,3,4,10.00,10.00,0.00,10.00,10.00,4.81,22.66,3.82,6.39,14.15,10.00,4.81,22.66,3.82,6.39,14.15,,0,,,,,0,,,,0.00,0.00,,0.00,5.00,0.00,2.00,2.00,0.00,10.00,20.00,15.00,,,,,,,,,,,,,,,58.00,0.00,0.00,0.00,3.00,,,,0,,,,4.00,28.70
70000327,201309,10,1.18,2013-09-03,4,3,0.00,40.00,0.00,10.00,10.00,4.46,19.93,3.53,5.97,14.57,10.00,3.57,12.15,2.91,4.62,13.71,,0,,,,,0,,,,0.00,0.00,,0.00,10.00,0.00,2.00,2.00,0.00,15.00,10.00,20.00,,,,,,,,,,,,,,,58.00,0.00,0.00,0.00,3.00,,,,0,,,,4.00,28.70
70000337,201306,7,26.78,2013-06-05,3,3,50.00,15.00,5.00,5.00,10.00,5.92,17.12,5.21,6.31,0.00,15.00,4.63,16.79,3.49,5.16,0.00,,1,2.00,,50.00,50.00,0,,,,,,2.00,2.00,5.00,5.00,1.00,1.00,50.00,10.00,15.00,25.00,550.00,0.00,80.00,0.00,1.00,0.00,100.00,1.00,50.00,0.00,,,,,40.00,1.00,0.00,0.00,2.00,0.00,,,0,,,1.00,2.00,11.00
70000337,201307,8,12.40,2013-07-02,3,3,49.00,49.00,9.00,9.00,5.00,1.00,0.58,1.00,1.08,10.00,8.00,1.00,0.58,1.00,1.08,10.00,,1,1.00,,50.00,49.00,0,,,,,,1.00,1.00,2.00,2.00,2.00,2.00,49.00,5.00,10.00,20.00,,,,,,,,,,,,,,,40.00,1.00,0.00,0.00,2.00,,,,0,,,,2.00,10.70
70000337,201308,9,5.44,2013-08-01,2,3,100.00,50.00,2.00,5.00,10.00,0.72,3.17,0.42,2.57,41.14,10.00,0.00,2.23,-0.00,2.22,50.00,,1,1.00,0.00,50.00,51.00,0,,,,,,1.00,1.00,10.00,10.00,2.00,3.00,50.00,10.00,10.00,30.00,,,,,,,,,,,,,,,40.00,1.00,0.00,0.00,2.00,,,,0,,,,2.00,10.70
70000337,201309,10,5.06,2013-09-04,2,3,100.00,50.00,2.00,10.00,15.00,1.89,1.47,1.84,1.70,5.18,15.00,1.89,1.47,1.84,1.70,5.18,,1,1.00,0.00,50.00,50.00,0,,,,,,1.00,1.00,5.00,10.00,2.00,1.00,50.00,10.00,10.00,25.00,,,,,,,,,,,,,,,40.00,1.00,0.00,0.00,2.00,,,,0,,,,2.00,10.70
70000337,201310,11,5.38,2013-10-24,2,3,0.00,50.00,5.00,20.00,10.00,2.19,1.65,2.00,1.83,0.00,20.00,6.53,30.08,5.09,7.29,0.00,,1,1.00,0.00,50.00,50.00,0,,,,,,-2.00,-2.00,10.00,15.00,2.00,1.00,50.00,10.00,20.00,20.00,,,,,,,,,,,,,,,40.00,1.00,0.00,0.00,2.00,,,,0,,,,2.00,10.70
70000337,201311,12,4.96,2013-11-24,3,4,50.00,50.00,5.00,10.00,10.00,4.73,9.25,4.39,4.91,0.00,20.00,7.35,36.47,5.82,8.21,0.00,,1,1.00,0.00,50.00,50.00,0,,,,,,1.00,2.00,10.00,10.00,1.00,1.00,75.00,10.00,25.00,25.00,,,,,,,,,,,,,,,40.00,1.00,0.00,0.00,2.00,,,,0,,,,2.00,10.70
70000339,201306,7,2.93,2013-06-05,2,3,5.00,20.00,25.00,30.00,5.00,5.05,4.00,5.34,3.20,0.00,4.00,2.59,0.73,2.58,1.17,0.04,,1,1.00,,5.00,5.00,0,,,,,,-1.00,-15.00,10.00,5.00,4.00,3.00,70.00,10.00,5.00,5.00,550.00,0.00,20.00,0.00,10.00,1.00,100.00,1.00,5.00,1.00,,,,,52.00,1.00,0.00,0.00,3.00,1.00,,,1,2.00,,1.00,9.00,79.60
70000339,201307,8,1.76,2013-07-10,2,2,5.00,50.00,15.00,,7.00,4.77,4.22,4.81,2.89,0.93,4.00,3.30,1.31,3.29,1.57,0.12,,1,1.00,,5.00,5.00,0,,,,,,-10.00,-20.00,5.00,5.00,4.00,3.00,65.00,7.00,3.00,4.00,,,,,,,,,,,,,,,52.00,1.00,0.00,0.00,3.00,,,,0,2.00,,,9.00,78.70
70000339,201308,9,0.77,2013-08-02,2,2,5.00,50.00,60.00,40.00,5.00,4.00,2.23,4.00,2.22,0.00,4.00,4.45,3.10,4.53,2.72,0.00,,1,1.00,0.00,5.00,5.00,0,,,,,,-10.00,-15.00,12.00,7.00,4.00,3.00,80.00,8.00,4.00,5.00,,,,,,,,,,,,,,,52.00,1.00,0.00,0.00,3.00,,,,0,2.00,,,9.00,78.70
70000339,201309,10,0.76,2013-09-04,2,2,5.00,50.00,70.00,40.00,8.00,4.60,4.87,4.57,3.18,1.13,4.00,2.81,1.20,2.74,1.55,0.00,,1,1.00,0.00,5.00,5.00,0,,,,,,-10.00,-15.00,8.00,5.00,4.00,3.00,50.00,5.00,10.00,5.00,,,,,,,,,,,,,,,52.00,1.00,0.00,0.00,3.00,,,,0,2.00,,,9.00,78.70
70000341,201306,7,2.61,2013-06-05,4,4,5.00,40.00,60.00,60.00,3.00,3.00,0.33,3.00,1.00,0.00,2.00,2.00,0.67,2.00,1.17,0.00,,1,1.00,,20.00,25.00,0,,,,,,10.00,10.00,20.00,3.00,4.00,4.00,1.00,5.00,5.00,3.00,550.00,0.00,20.00,0.00,10.00,1.00,100.00,1.00,5.00,1.00,,,,,45.00,1.00,0.00,0.00,4.00,1.00,,,0,2.00,,1.00,9.00,79.60
70000341,201307,8,1.48,2013-07-03,4,4,6.00,51.00,60.00,60.00,2.00,4.00,0.67,4.00,1.17,0.00,2.00,2.00,0.67,2.00,1.17,0.00,,1,1.00,,24.00,40.00,0,,,,,,10.00,5.00,5.00,3.00,4.00,4.00,2.00,10.00,20.00,5.00,,,,,,,,,,,,,,,45.00,1.00,0.00,0.00,4.00,,,,0,2.00,,,8.00,65.50
70000341,201308,9,0.60,2013-08-02,4,4,5.00,30.00,70.00,51.00,10.00,8.91,1.60,8.91,1.81,0.00,5.00,4.00,0.67,4.00,1.17,0.00,,1,1.00,0.00,10.00,20.00,0,,,,,,5.00,10.00,5.00,3.00,4.00,4.00,9.00,15.00,5.00,10.00,,,,,,,,,,,,,,,45.00,1.00,0.00,0.00,4.00,,,,0,2.00,,,9.00,78.70
70000341,201309,10,0.56,2013-09-08,4,4,10.00,30.00,40.00,50.00,10.00,7.21,8.07,7.29,4.88,0.00,5.00,4.00,0.67,4.00,1.17,0.00,,1,1.00,0.00,0.00,21.00,0,,,,,,0.00,20.00,25.00,5.00,4.00,4.00,3.00,15.00,10.00,20.00,,,,,,,,,,,,,,,45.00,1.00,0.00,0.00,4.00,,,,0,2.00,,,8.00,65.50
70000341,201310,11,0.56,2013-10-09,4,4,5.00,55.00,30.00,50.00,10.00,9.88,6.10,10.19,4.00,0.00,10.00,8.00,2.67,8.00,2.34,0.00,,1,1.00,0.00,5.00,10.00,0,,,,,,-5.00,8.00,15.00,3.00,4.00,4.00,2.00,5.00,5.00,15.00,,,,,,,,,,,,,,,45.00,1.00,0.00,0.00,4.00,,,,0,2.00,,,9.00,78.70
70003183,201306,7,2.83,2013-06-11,3,3,10.00,30.00,10.00,10.00,10.00,-0.54,68.70,0.64,11.83,47.17,6.00,3.15,41.35,3.84,8.92,29.27,,1,1.00,,10.00,5.00,0,,,,,,3.00,3.00,5.00,3.00,1.00,1.00,20.00,5.00,8.00,-6.00,50.00,0.00,20.00,0.00,100.00,0.00,100.00,1.00,500.00,0.00,,,,,58.00,1.00,0.00,1.00,3.00,0.00,,,0,2.00,,0.00,6.00,46.30
70003183,201307,8,1.48,2013-07-29,3,3,10.00,40.00,10.00,10.00,6.00,1.14,66.39,2.23,11.56,40.19,8.00,3.66,59.50,5.65,10.36,26.83,,1,1.00,,3.00,10.00,0,,,,,,3.00,3.00,5.00,3.00,2.00,2.00,10.00,-3.00,-3.00,-2.00,,,,,,,,,,,,,,,58.00,1.00,0.00,1.00,3.00,,,,0,2.00,,,6.00,45.40
70003189,201306,6,1.88,2013-06-02,4,4,52.00,6.00,5.00,43.00,7.00,3.81,6.87,3.80,3.80,7.64,4.00,2.64,3.07,2.65,2.41,6.86,,0,,,,,0,,,,,,,5.00,3.00,-10.00,2.00,1.00,0.00,10.00,8.00,-20.00,550.00,0.00,20.00,0.00,10.00,1.00,100.00,1.00,5.00,1.00,,,,,56.00,0.00,0.00,0.00,4.00,1.00,,,0,2.00,,1.00,11.00,96.90
70003202,201306,7,3.79,2013-06-21,4,3,10.00,34.00,70.00,50.00,2.30,0.88,7.87,1.06,3.98,36.36,3.00,1.36,14.76,1.47,5.55,36.31,,0,,,,,0,,,,5.00,0.00,,35.00,45.00,5.00,4.00,4.00,0.00,12.00,9.00,3.00,552.00,0.00,20.00,0.00,10.00,1.00,100.00,1.00,5.00,1.00,,,,,64.00,1.00,0.00,0.00,4.00,1.00,,,0,2.00,,0.00,2.00,11.00
70003202,201307,8,2.58,2013-07-19,4,5,10.00,15.00,55.00,,2.80,2.24,1.61,2.24,1.76,3.99,2.50,1.76,5.49,1.73,3.51,25.12,,0,,,,,0,,,,5.00,0.00,,40.00,60.00,2.00,4.00,3.00,0.00,12.00,8.00,-5.00,,,,,,,,,,,,,,,64.00,1.00,0.00,0.00,4.00,,,,0,2.00,,,3.00,19.60
70003202,201308,9,0.91,2013-08-19,4,4,10.00,30.00,60.00,45.00,2.50,2.10,5.46,2.11,3.50,20.63,3.00,1.26,9.99,1.54,4.54,33.14,,0,,,,,0,,,,0.00,0.00,,45.00,65.00,2.00,3.00,3.00,0.00,12.00,5.00,-15.00,,,,,,,,,,,,,,,64.00,1.00,0.00,0.00,4.00,,,,0,2.00,,,3.00,19.60
70003202,201309,10,0.82,2013-09-20,3,4,10.00,40.00,40.00,40.00,3.00,1.56,16.81,1.71,5.98,35.34,2.50,2.03,8.15,1.81,4.19,27.06,,0,,,,,0,,,,5.00,0.00,,45.00,40.00,5.00,3.00,2.00,0.00,5.00,3.00,3.00,,,,,,,,,,,,,,,64.00,1.00,0.00,0.00,4.00,,,,0,2.00,,,3.00,19.60
70003202,201310,11,0.87,2013-10-22,3,3,5.00,25.00,15.00,35.00,2.00,0.89,16.73,0.99,5.58,40.64,3.00,-0.12,19.50,1.07,5.59,40.50,,0,,,,,0,,,,0.00,0.00,,40.00,40.00,40.00,4.00,3.00,0.00,10.00,5.00,5.00,,,,,,,,,,,,,,,64.00,1.00,0.00,0.00,4.00,,,,0,2.00,,,3.00,19.60
70003205,201306,7,1.97,2013-06-15,3,3,0.00,10.00,20.00,10.00,4.00,4.00,0.67,4.00,1.17,0.00,4.00,8.00,2.67,8.00,2.34,0.00,,0,,,,,0,,,,0.00,0.00,,-2.00,-3.00,5.00,3.00,3.00,0.00,10.00,8.00,5.00,50.00,0.00,20.00,0.00,10.00,1.00,100.00,1.00,5.00,1.00,,,,,71.00,0.00,0.00,0.00,4.00,1.00,,,0,2.00,,0.00,8.00,66.60
70003205,201307,8,1.24,2013-07-12,3,3,0.00,10.00,75.00,5.00,3.00,4.00,0.67,4.00,1.17,0.00,3.50,8.00,2.67,8.00,2.34,0.00,,0,,,,,0,,,,0.00,0.00,,3.00,3.00,6.00,3.00,3.00,0.00,15.00,10.00,5.00,,,,,,,,,,,,,,,71.00,0.00,0.00,0.00,4.00,,,,0,2.00,,,8.00,65.50
70003205,201308,9,0.44,2013-08-10,3,3,0.00,10.00,60.00,40.00,3.00,4.00,0.67,4.00,1.17,0.00,4.00,8.00,2.67,8.00,2.34,0.00,,0,,,,,0,,,,0.00,0.00,,1.50,3.00,5.00,3.00,3.00,0.00,6.00,8.00,3.00,,,,,,,,,,,,,,,71.00,0.00,0.00,0.00,4.00,,,,0,2.00,,,8.00,65.50
70003205,201310,10,0.42,2013-10-04,3,2,0.00,50.00,20.00,50.00,4.00,8.13,15.41,7.39,5.29,0.00,5.00,8.13,15.41,7.39,5.29,0.00,,0,,,,,0,,,,0.00,0.00,,3.00,5.00,6.00,3.00,3.00,0.00,5.00,5.00,6.00,,,,,,,,,,,,,,,71.00,0.00,0.00,0.00,4.00,,,,0,2.00,,,8.00,65.50
70003208,201306,6,1.97,2013-06-03,4,3,0.00,81.00,30.00,80.00,2.00,1.00,0.33,1.00,1.00,0.00,3.00,1.00,0.33,1.00,1.00,0.00,,0,,,,,0,,,,0.00,1.00,,-10.00,10.00,3.00,4.00,4.00,11.00,10.00,10.00,20.00,550.00,0.00,20.00,0.00,1.00,0.00,100.00,1.00,5.00,1.00,,,,,70.00,0.00,0.00,0.00,4.00,1.00,,,1,0.00,,1.00,8.00,66.60
70003208,201307,7,1.24,2013-07-12,4,4,0.00,9.00,81.00,51.00,1.00,1.00,0.33,1.00,1.00,0.00,2.00,2.00,0.67,2.00,1.17,0.00,,0,,,,,0,,,,0.00,0.00,,-3.00,3.00,-2.00,4.00,4.00,0.00,10.00,10.00,5.00,,,,,,,,,,,,,,,70.00,0.00,0.00,0.00,4.00,,,,0,0.00,,,8.00,65.50
70003208,201308,8,0.44,2013-08-05,4,4,0.00,81.00,60.00,80.00,2.00,3.00,0.33,3.00,1.00,0.00,3.00,3.00,0.33,3.00,1.00,0.00,,0,,,,,0,,,,0.00,0.00,,5.00,5.00,2.00,4.00,4.00,0.00,10.00,5.00,3.00,,,,,,,,,,,,,,,70.00,0.00,0.00,0.00,4.00,,,,0,0.00,,,9.00,78.70
70003208,201309,9,0.41,2013-09-03,3,4,0.00,50.00,50.00,60.00,2.00,3.00,0.33,3.00,1.00,0.00,2.00,3.00,0.33,3.00,1.00,0.00,,0,,,,,0,,,,0.00,0.00,,-10.00,10.00,2.00,2.00,3.00,0.00,15.00,5.00,10.00,,,,,,,,,,,,,,,70.00,0.00,0.00,0.00,4.00,,,,0,0.00,,,8.00,65.50
70003225,201306,7,1.97,2013-06-11,3,3,10.00,20.00,50.00,50.00,4.00,1.45,1.45,1.14,1.62,0.00,3.00,1.45,1.45,1.14,1.62,0.00,,0,,,,,0,,,,5.00,5.00,,3.00,5.00,0.30,4.00,4.00,10.00,10.00,10.00,-3.00,550.00,0.00,20.00,0.00,10.00,1.00,100.00,1.00,5.00,1.00,,,,,82.00,0.00,0.00,0.00,4.00,1.00,,,0,0.00,,1.00,7.00,55.30
70003231,201307,4,1.76,2013-07-23,4,4,30.00,45.00,15.00,65.00,3.00,1.87,1.27,1.69,1.57,0.00,4.00,1.87,1.27,1.69,1.57,0.00,,1,1.00,,2.00,2.00,0,,,,,,10.00,5.00,3.00,20.00,4.00,4.00,1.00,15.00,5.00,10.00,,,,,,,,,,,,,,,50.00,0.00,0.00,0.00,3.00,1.00,,,0,0.00,,1.00,11.00,96.70
70003238,201306,7,5.45,2013-06-11,3,3,0.00,10.00,0.00,25.00,3.00,3.00,0.33,3.00,1.00,0.00,3.00,3.00,0.33,3.00,1.00,0.00,,0,,,,,0,,,,50.00,50.00,,2.00,5.00,10.00,3.00,3.00,0.00,10.00,10.00,3.00,550.00,0.00,20.00,0.00,10.00,1.00,100.00,1.00,5.00,1.00,,,,,58.00,0.00,0.00,0.00,3.00,1.00,,,0,0.00,,0.00,3.00,20.10
70003238,201307,8,3.08,2013-07-16,2,3,0.00,20.00,0.00,,2.00,3.00,0.33,3.00,1.00,0.00,2.00,3.00,0.33,3.00,1.00,0.00,,0,,,,,0,,,,75.00,50.00,,2.00,5.00,5.00,3.00,3.00,0.00,5.00,5.00,3.00,,,,,,,,,,,,,,,58.00,0.00,0.00,0.00,3.00,,,,0,0.00,,,4.00,28.70
70003238,201308,9,1.28,2013-08-11,3,2,0.00,50.00,25.00,25.00,3.00,3.00,0.33,3.00,1.00,0.00,3.00,3.00,0.33,3.00,1.00,0.00,,0,,,,,0,,,,50.00,50.00,,-3.00,5.00,5.00,3.00,3.00,0.00,10.00,10.00,3.00,,,,,,,,,,,,,,,58.00,0.00,0.00,0.00,3.00,,,,0,0.00,,,4.00,28.70
70003238,201309,10,1.18,2013-09-05,3,3,0.00,25.00,10.00,25.00,3.00,3.00,0.33,3.00,1.00,0.00,3.00,3.00,0.33,3.00,1.00,0.00,,0,,,,,0,,,,25.00,25.00,,1.00,3.00,3.00,2.00,2.00,0.00,5.00,4.00,2.00,,,,,,,,,,,,,,,58.00,0.00,0.00,0.00,3.00,,,,0,0.00,,,4.00,28.70
